"","HomeTeam","AwayTeam","FTHG","FTAG","FTR","Season","Match_Date","Home_Win","Away_Win","Draw"
"351","Southampton","Arsenal",0,4,"A","1993-94",1994-03-19,0,1,0
"352","Swindon","Man United",2,2,"D","1993-94",1994-03-19,0,0,1
"353","Tottenham","Ipswich",1,1,"D","1993-94",1994-03-19,0,0,1
"354","West Ham","Newcastle",2,4,"A","1993-94",1994-03-19,0,1,0
"355","Sheffield Weds","Blackburn",1,2,"A","1993-94",1994-03-20,0,1,0
"356","Norwich","Everton",3,0,"H","1993-94",1994-03-21,1,0,0
"357","Arsenal","Man United",2,2,"D","1993-94",1994-03-22,0,0,1
"358","Newcastle","Ipswich",2,0,"H","1993-94",1994-03-22,1,0,0
"359","Arsenal","Liverpool",1,0,"H","1993-94",1994-03-26,1,0,0
"360","Blackburn","Swindon",3,1,"H","1993-94",1994-03-26,1,0,0
"361","Chelsea","West Ham",2,0,"H","1993-94",1994-03-26,1,0,0
"362","Coventry","Norwich",2,1,"H","1993-94",1994-03-26,1,0,0
"363","Everton","Tottenham",0,1,"A","1993-94",1994-03-26,0,1,0
"364","Ipswich","QPR",1,3,"A","1993-94",1994-03-26,0,1,0
"365","Oldham","Man City",0,0,"D","1993-94",1994-03-26,0,0,1
"366","Sheffield United","Southampton",0,0,"D","1993-94",1994-03-26,0,0,1
"367","Wimbledon","Leeds",1,0,"H","1993-94",1994-03-27,1,0,0
"368","Sheffield United","West Ham",3,2,"H","1993-94",1994-03-28,1,0,0
"369","Ipswich","Man City",2,2,"D","1993-94",1994-03-29,0,0,1
"370","Newcastle","Norwich",3,0,"H","1993-94",1994-03-29,1,0,0
"371","Wimbledon","Blackburn",4,1,"H","1993-94",1994-03-29,1,0,0
"372","Aston Villa","Everton",0,0,"D","1993-94",1994-03-30,0,0,1
"373","Man United","Liverpool",1,0,"H","1993-94",1994-03-30,1,0,0
"374","Sheffield Weds","Chelsea",3,1,"H","1993-94",1994-03-30,1,0,0
"375","Southampton","Oldham",1,3,"A","1993-94",1994-03-30,0,1,0
"376","Leeds","Newcastle",1,1,"D","1993-94",1994-04-01,0,0,1
"377","Arsenal","Swindon",1,1,"D","1993-94",1994-04-02,0,0,1
"378","Blackburn","Man United",2,0,"H","1993-94",1994-04-02,1,0,0
"379","Chelsea","Southampton",2,0,"H","1993-94",1994-04-02,1,0,0
"380","Coventry","Wimbledon",1,2,"A","1993-94",1994-04-02,0,1,0
"381","Liverpool","Sheffield United",1,2,"A","1993-94",1994-04-02,0,1,0
"382","Man City","Aston Villa",3,0,"H","1993-94",1994-04-02,1,0,0
"383","Norwich","Tottenham",1,2,"A","1993-94",1994-04-02,0,1,0
"384","Oldham","QPR",4,1,"H","1993-94",1994-04-02,1,0,0
"385","Sheffield Weds","Everton",5,1,"H","1993-94",1994-04-02,1,0,0
"386","West Ham","Ipswich",2,1,"H","1993-94",1994-04-02,1,0,0
"387","Aston Villa","Norwich",0,0,"D","1993-94",1994-04-04,0,0,1
"388","Everton","Blackburn",0,3,"A","1993-94",1994-04-04,0,1,0
"389","Ipswich","Coventry",0,2,"A","1993-94",1994-04-04,0,1,0
"390","Man United","Oldham",3,2,"H","1993-94",1994-04-04,1,0,0
"391","Newcastle","Chelsea",0,0,"D","1993-94",1994-04-04,0,0,1
"392","QPR","Leeds",0,4,"A","1993-94",1994-04-04,0,1,0
"393","Sheffield United","Arsenal",1,1,"D","1993-94",1994-04-04,0,0,1
"394","Southampton","Man City",0,1,"A","1993-94",1994-04-04,0,1,0
"395","Swindon","Sheffield Weds",0,1,"A","1993-94",1994-04-04,0,1,0
"396","Tottenham","West Ham",1,4,"A","1993-94",1994-04-04,0,1,0
"397","Wimbledon","Liverpool",1,1,"D","1993-94",1994-04-04,0,0,1
"398","Coventry","Tottenham",1,0,"H","1993-94",1994-04-09,1,0,0
"399","Liverpool","Ipswich",1,0,"H","1993-94",1994-04-09,1,0,0
"400","Man City","Newcastle",2,1,"H","1993-94",1994-04-09,1,0,0
"401","Norwich","Southampton",4,5,"A","1993-94",1994-04-09,0,1,0
"402","Sheffield Weds","QPR",3,1,"H","1993-94",1994-04-09,1,0,0
"403","West Ham","Everton",0,1,"A","1993-94",1994-04-09,0,1,0
"404","Blackburn","Aston Villa",1,0,"H","1993-94",1994-04-11,1,0,0
"405","QPR","Chelsea",1,1,"D","1993-94",1994-04-13,0,0,1
"406","Arsenal","Chelsea",1,0,"H","1993-94",1994-04-16,1,0,0
"407","Coventry","Sheffield Weds",1,1,"D","1993-94",1994-04-16,0,0,1
"408","Ipswich","Swindon",1,1,"D","1993-94",1994-04-16,0,0,1
"409","Liverpool","Newcastle",0,2,"A","1993-94",1994-04-16,0,1,0
"410","Man City","Norwich",1,1,"D","1993-94",1994-04-16,0,0,1
"411","Oldham","West Ham",1,2,"A","1993-94",1994-04-16,0,1,0
"412","QPR","Everton",2,1,"H","1993-94",1994-04-16,1,0,0
"413","Sheffield United","Aston Villa",1,2,"A","1993-94",1994-04-16,0,1,0
"414","Southampton","Blackburn",3,1,"H","1993-94",1994-04-16,1,0,0
"415","Wimbledon","Man United",1,0,"H","1993-94",1994-04-16,1,0,0
"416","Leeds","Tottenham",2,0,"H","1993-94",1994-04-17,1,0,0
"417","Arsenal","Wimbledon",1,1,"D","1993-94",1994-04-19,0,0,1
"418","Aston Villa","Arsenal",1,2,"A","1993-94",1994-04-23,0,1,0
"419","Chelsea","Leeds",1,1,"D","1993-94",1994-04-23,0,0,1
"420","Everton","Coventry",0,0,"D","1993-94",1994-04-23,0,0,1
"421","Man United","Man City",2,0,"H","1993-94",1994-04-23,1,0,0
"422","Newcastle","Oldham",3,2,"H","1993-94",1994-04-23,1,0,0
"423","Norwich","Sheffield United",0,1,"A","1993-94",1994-04-23,0,1,0
"424","Sheffield Weds","Ipswich",5,0,"H","1993-94",1994-04-23,1,0,0
"425","Swindon","Wimbledon",2,4,"A","1993-94",1994-04-23,0,1,0
"426","Tottenham","Southampton",3,0,"H","1993-94",1994-04-23,1,0,0
"427","West Ham","Liverpool",1,2,"A","1993-94",1994-04-23,0,1,0
"428","Blackburn","QPR",1,1,"D","1993-94",1994-04-24,0,0,1
"429","Wimbledon","Oldham",3,0,"H","1993-94",1994-04-26,1,0,0
"430","Chelsea","Swindon",2,0,"H","1993-94",1994-04-27,1,0,0
"431","Leeds","Man United",0,2,"A","1993-94",1994-04-27,0,1,0
"432","Newcastle","Aston Villa",5,1,"H","1993-94",1994-04-27,1,0,0
"433","QPR","Arsenal",1,1,"D","1993-94",1994-04-27,0,0,1
"434","West Ham","Blackburn",1,2,"A","1993-94",1994-04-27,0,1,0
"435","Arsenal","West Ham",0,2,"A","1993-94",1994-04-30,0,1,0
"436","Leeds","Everton",3,0,"H","1993-94",1994-04-30,1,0,0
"437","Liverpool","Norwich",0,1,"A","1993-94",1994-04-30,0,1,0
"438","Man City","Chelsea",2,2,"D","1993-94",1994-04-30,0,0,1
"439","Oldham","Sheffield Weds",0,0,"D","1993-94",1994-04-30,0,0,1
"440","QPR","Swindon",1,3,"A","1993-94",1994-04-30,0,1,0
"441","Sheffield United","Newcastle",2,0,"H","1993-94",1994-04-30,1,0,0
"442","Southampton","Aston Villa",4,1,"H","1993-94",1994-04-30,1,0,0
"443","Wimbledon","Tottenham",2,1,"H","1993-94",1994-04-30,1,0,0
"444","Ipswich","Man United",1,2,"A","1993-94",1994-05-01,0,1,0
"445","Coventry","Blackburn",2,1,"H","1993-94",1994-05-02,1,0,0
"446","Leeds","Sheffield Weds",2,2,"D","1993-94",1994-05-03,0,0,1
"447","Oldham","Sheffield United",1,1,"D","1993-94",1994-05-03,0,0,1
"448","QPR","West Ham",0,0,"D","1993-94",1994-05-03,0,0,1
"449","Chelsea","Coventry",1,2,"A","1993-94",1994-05-04,0,1,0
"450","Man United","Southampton",2,0,"H","1993-94",1994-05-04,1,0,0
"451","Oldham","Tottenham",0,2,"A","1993-94",1994-05-05,0,1,0
"452","Aston Villa","Liverpool",2,1,"H","1993-94",1994-05-07,1,0,0
"453","Blackburn","Ipswich",0,0,"D","1993-94",1994-05-07,0,0,1
"454","Chelsea","Sheffield United",3,2,"H","1993-94",1994-05-07,1,0,0
"455","Everton","Wimbledon",3,2,"H","1993-94",1994-05-07,1,0,0
"456","Newcastle","Arsenal",2,0,"H","1993-94",1994-05-07,1,0,0
"457","Norwich","Oldham",1,1,"D","1993-94",1994-05-07,0,0,1
"458","Sheffield Weds","Man City",1,1,"D","1993-94",1994-05-07,0,0,1
"459","Swindon","Leeds",0,5,"A","1993-94",1994-05-07,0,1,0
"460","Tottenham","QPR",1,2,"A","1993-94",1994-05-07,0,1,0
"461","West Ham","Southampton",3,3,"D","1993-94",1994-05-07,0,0,1
"462","Man United","Coventry",0,0,"D","1993-94",1994-05-08,0,0,1
"463","Arsenal","Man City",3,0,"H","1994-95",1994-08-20,1,0,0
"464","Chelsea","Norwich",2,0,"H","1994-95",1994-08-20,1,0,0
"465","Coventry","Wimbledon",1,1,"D","1994-95",1994-08-20,0,0,1
"466","Crystal Palace","Liverpool",1,6,"A","1994-95",1994-08-20,0,1,0
"467","Everton","Aston Villa",2,2,"D","1994-95",1994-08-20,0,0,1
"468","Ipswich","Nott'm Forest",0,1,"A","1994-95",1994-08-20,0,1,0
"469","Man United","QPR",2,0,"H","1994-95",1994-08-20,1,0,0
"470","Sheffield Weds","Tottenham",3,4,"A","1994-95",1994-08-20,0,1,0
"471","Southampton","Blackburn",1,1,"D","1994-95",1994-08-20,0,0,1
"472","West Ham","Leeds",0,0,"D","1994-95",1994-08-20,0,0,1
"473","Leicester","Newcastle",1,3,"A","1994-95",1994-08-21,0,1,0
"474","Nott'm Forest","Man United",1,1,"D","1994-95",1994-08-22,0,0,1
"475","Blackburn","Leicester",3,0,"H","1994-95",1994-08-23,1,0,0
"476","Leeds","Arsenal",1,0,"H","1994-95",1994-08-23,1,0,0
"477","Wimbledon","Ipswich",1,1,"D","1994-95",1994-08-23,0,0,1
"478","Aston Villa","Southampton",1,1,"D","1994-95",1994-08-24,0,0,1
"479","Man City","West Ham",3,0,"H","1994-95",1994-08-24,1,0,0
"480","Newcastle","Coventry",4,0,"H","1994-95",1994-08-24,1,0,0
"481","Norwich","Crystal Palace",0,0,"D","1994-95",1994-08-24,0,0,1
"482","QPR","Sheffield Weds",3,2,"H","1994-95",1994-08-24,1,0,0
"483","Tottenham","Everton",2,1,"H","1994-95",1994-08-24,1,0,0
"484","Aston Villa","Crystal Palace",1,1,"D","1994-95",1994-08-27,0,0,1
"485","Blackburn","Coventry",4,0,"H","1994-95",1994-08-27,1,0,0
"486","Leeds","Chelsea",2,3,"A","1994-95",1994-08-27,0,1,0
"487","Man City","Everton",4,0,"H","1994-95",1994-08-27,1,0,0
"488","Newcastle","Southampton",5,1,"H","1994-95",1994-08-27,1,0,0
"489","Norwich","West Ham",1,0,"H","1994-95",1994-08-27,1,0,0
"490","Nott'm Forest","Leicester",1,0,"H","1994-95",1994-08-27,1,0,0
"491","QPR","Ipswich",1,2,"A","1994-95",1994-08-27,0,1,0
"492","Tottenham","Man United",0,1,"A","1994-95",1994-08-27,0,1,0
"493","Wimbledon","Sheffield Weds",0,1,"A","1994-95",1994-08-27,0,1,0
"494","Liverpool","Arsenal",3,0,"H","1994-95",1994-08-28,1,0,0
"495","Coventry","Aston Villa",0,1,"A","1994-95",1994-08-29,0,1,0
"496","Crystal Palace","Leeds",1,2,"A","1994-95",1994-08-30,0,1,0
"497","Everton","Nott'm Forest",1,2,"A","1994-95",1994-08-30,0,1,0
"498","Ipswich","Tottenham",1,3,"A","1994-95",1994-08-30,0,1,0
"499","Arsenal","Blackburn",0,0,"D","1994-95",1994-08-31,0,0,1
"500","Chelsea","Man City",3,0,"H","1994-95",1994-08-31,1,0,0
"501","Leicester","QPR",1,1,"D","1994-95",1994-08-31,0,0,1
"502","Man United","Wimbledon",3,0,"H","1994-95",1994-08-31,1,0,0
"503","Sheffield Weds","Norwich",0,0,"D","1994-95",1994-08-31,0,0,1
"504","Southampton","Liverpool",0,2,"A","1994-95",1994-08-31,0,1,0
"505","West Ham","Newcastle",1,3,"A","1994-95",1994-08-31,0,1,0
"506","Aston Villa","Ipswich",2,0,"H","1994-95",1994-09-10,1,0,0
"507","Blackburn","Everton",3,0,"H","1994-95",1994-09-10,1,0,0
"508","Liverpool","West Ham",0,0,"D","1994-95",1994-09-10,0,0,1
"509","Man City","Crystal Palace",1,1,"D","1994-95",1994-09-10,0,0,1
"510","Newcastle","Chelsea",4,2,"H","1994-95",1994-09-10,1,0,0
"511","Norwich","Arsenal",0,0,"D","1994-95",1994-09-10,0,0,1
"512","Nott'm Forest","Sheffield Weds",4,1,"H","1994-95",1994-09-10,1,0,0
"513","QPR","Coventry",2,2,"D","1994-95",1994-09-10,0,0,1
"514","Wimbledon","Leicester",2,1,"H","1994-95",1994-09-10,1,0,0
"515","Leeds","Man United",2,1,"H","1994-95",1994-09-11,1,0,0
"516","Tottenham","Southampton",1,2,"A","1994-95",1994-09-12,0,1,0
"517","Coventry","Leeds",2,1,"H","1994-95",1994-09-17,1,0,0
"518","Crystal Palace","Wimbledon",0,0,"D","1994-95",1994-09-17,0,0,1
"519","Everton","QPR",2,2,"D","1994-95",1994-09-17,0,0,1
"520","Leicester","Tottenham",3,1,"H","1994-95",1994-09-17,1,0,0
"521","Man United","Liverpool",2,0,"H","1994-95",1994-09-17,1,0,0
"522","Sheffield Weds","Man City",1,1,"D","1994-95",1994-09-17,0,0,1
"523","Southampton","Nott'm Forest",1,1,"D","1994-95",1994-09-17,0,0,1
"524","West Ham","Aston Villa",1,0,"H","1994-95",1994-09-17,1,0,0
"525","Arsenal","Newcastle",2,3,"A","1994-95",1994-09-18,0,1,0
"526","Chelsea","Blackburn",1,2,"A","1994-95",1994-09-18,0,1,0
"527","Ipswich","Norwich",1,2,"A","1994-95",1994-09-19,0,1,0
"528","Blackburn","Aston Villa",3,1,"H","1994-95",1994-09-24,1,0,0
"529","Coventry","Southampton",1,3,"A","1994-95",1994-09-24,0,1,0
"530","Crystal Palace","Chelsea",0,1,"A","1994-95",1994-09-24,0,1,0
"531","Everton","Leicester",1,1,"D","1994-95",1994-09-24,0,0,1
"532","Ipswich","Man United",3,2,"H","1994-95",1994-09-24,1,0,0
"533","Man City","Norwich",2,0,"H","1994-95",1994-09-24,1,0,0
"534","Newcastle","Liverpool",1,1,"D","1994-95",1994-09-24,0,0,1
"535","QPR","Wimbledon",0,1,"A","1994-95",1994-09-24,0,1,0
"536","Tottenham","Nott'm Forest",1,4,"A","1994-95",1994-09-24,0,1,0
"537","West Ham","Arsenal",0,2,"A","1994-95",1994-09-25,0,1,0
"538","Sheffield Weds","Leeds",1,1,"D","1994-95",1994-09-26,0,0,1
"539","Arsenal","Crystal Palace",1,2,"A","1994-95",1994-10-01,0,1,0
"540","Aston Villa","Newcastle",0,2,"A","1994-95",1994-10-01,0,1,0
"541","Leeds","Man City",2,0,"H","1994-95",1994-10-01,1,0,0
"542","Liverpool","Sheffield Weds",4,1,"H","1994-95",1994-10-01,1,0,0
"543","Man United","Everton",2,0,"H","1994-95",1994-10-01,1,0,0
"544","Norwich","Blackburn",2,1,"H","1994-95",1994-10-01,1,0,0
"545","Southampton","Ipswich",3,1,"H","1994-95",1994-10-01,1,0,0
"546","Wimbledon","Tottenham",1,2,"A","1994-95",1994-10-01,0,1,0
"547","Chelsea","West Ham",1,2,"A","1994-95",1994-10-02,0,1,0
"548","Nott'm Forest","QPR",3,2,"H","1994-95",1994-10-02,1,0,0
"549","Leicester","Coventry",2,2,"D","1994-95",1994-10-03,0,0,1
"550","Chelsea","Leicester",4,0,"H","1994-95",1994-10-08,1,0,0
"551","Liverpool","Aston Villa",3,2,"H","1994-95",1994-10-08,1,0,0
"552","Man City","Nott'm Forest",3,3,"D","1994-95",1994-10-08,0,0,1
"553","Norwich","Leeds",2,1,"H","1994-95",1994-10-08,1,0,0
"554","Sheffield Weds","Man United",1,0,"H","1994-95",1994-10-08,1,0,0
"555","Southampton","Everton",2,0,"H","1994-95",1994-10-08,1,0,0
"556","Tottenham","QPR",1,1,"D","1994-95",1994-10-08,0,0,1
"557","West Ham","Crystal Palace",1,0,"H","1994-95",1994-10-08,1,0,0
"558","Wimbledon","Arsenal",1,3,"A","1994-95",1994-10-08,0,1,0
"559","Newcastle","Blackburn",1,1,"D","1994-95",1994-10-09,0,0,1
"560","Coventry","Ipswich",2,0,"H","1994-95",1994-10-10,1,0,0
"561","Arsenal","Chelsea",3,1,"H","1994-95",1994-10-15,1,0,0
"562","Aston Villa","Norwich",1,1,"D","1994-95",1994-10-15,0,0,1
"563","Blackburn","Liverpool",3,2,"H","1994-95",1994-10-15,1,0,0
"564","Crystal Palace","Newcastle",0,1,"A","1994-95",1994-10-15,0,1,0
"565","Everton","Coventry",0,2,"A","1994-95",1994-10-15,0,1,0
"566","Leeds","Tottenham",1,1,"D","1994-95",1994-10-15,0,0,1
"567","Leicester","Southampton",4,3,"H","1994-95",1994-10-15,1,0,0
"568","Man United","West Ham",1,0,"H","1994-95",1994-10-15,1,0,0
"569","QPR","Man City",1,2,"A","1994-95",1994-10-15,0,1,0
"570","Ipswich","Sheffield Weds",1,2,"A","1994-95",1994-10-16,0,1,0
"571","Nott'm Forest","Wimbledon",3,1,"H","1994-95",1994-10-17,1,0,0
"572","Aston Villa","Nott'm Forest",0,2,"A","1994-95",1994-10-22,0,1,0
"573","Crystal Palace","Everton",1,0,"H","1994-95",1994-10-22,1,0,0
"574","Liverpool","Wimbledon",3,0,"H","1994-95",1994-10-22,1,0,0
"575","Man City","Tottenham",5,2,"H","1994-95",1994-10-22,1,0,0
"576","Newcastle","Sheffield Weds",2,1,"H","1994-95",1994-10-22,1,0,0
"577","Norwich","QPR",4,2,"H","1994-95",1994-10-22,1,0,0
"578","West Ham","Southampton",2,0,"H","1994-95",1994-10-22,1,0,0
"579","Arsenal","Coventry",2,1,"H","1994-95",1994-10-23,1,0,0
"580","Blackburn","Man United",2,4,"A","1994-95",1994-10-23,0,1,0
"581","Chelsea","Ipswich",2,0,"H","1994-95",1994-10-23,1,0,0
"582","Leeds","Leicester",2,1,"H","1994-95",1994-10-24,1,0,0
"583","Coventry","Man City",1,0,"H","1994-95",1994-10-29,1,0,0
"584","Everton","Arsenal",1,1,"D","1994-95",1994-10-29,0,0,1
"585","Ipswich","Liverpool",1,3,"A","1994-95",1994-10-29,0,1,0
"586","Leicester","Crystal Palace",0,1,"A","1994-95",1994-10-29,0,1,0
"587","Man United","Newcastle",2,0,"H","1994-95",1994-10-29,1,0,0
"588","Nott'm Forest","Blackburn",0,2,"A","1994-95",1994-10-29,0,1,0
"589","QPR","Aston Villa",2,0,"H","1994-95",1994-10-29,1,0,0
"590","Sheffield Weds","Chelsea",1,1,"D","1994-95",1994-10-29,0,0,1
"591","Southampton","Leeds",1,3,"A","1994-95",1994-10-29,0,1,0
"592","Tottenham","West Ham",3,1,"H","1994-95",1994-10-29,1,0,0
"593","Wimbledon","Norwich",1,0,"H","1994-95",1994-10-30,1,0,0
"594","QPR","Liverpool",2,1,"H","1994-95",1994-10-31,1,0,0
"595","Everton","West Ham",1,0,"H","1994-95",1994-11-01,1,0,0
"596","Ipswich","Leeds",2,0,"H","1994-95",1994-11-01,1,0,0
"597","Coventry","Crystal Palace",1,4,"A","1994-95",1994-11-02,0,1,0
"598","Sheffield Weds","Blackburn",0,1,"A","1994-95",1994-11-02,0,1,0
"599","Southampton","Norwich",1,1,"D","1994-95",1994-11-02,0,0,1
"600","Blackburn","Tottenham",2,0,"H","1994-95",1994-11-05,1,0,0
"601","Crystal Palace","Ipswich",3,0,"H","1994-95",1994-11-05,1,0,0
"602","Leeds","Wimbledon",3,1,"H","1994-95",1994-11-05,1,0,0
"603","Liverpool","Nott'm Forest",1,0,"H","1994-95",1994-11-05,1,0,0
"604","Man City","Southampton",3,3,"D","1994-95",1994-11-05,0,0,1
"605","Newcastle","QPR",2,1,"H","1994-95",1994-11-05,1,0,0
"606","Norwich","Everton",0,0,"D","1994-95",1994-11-05,0,0,1
"607","West Ham","Leicester",1,0,"H","1994-95",1994-11-05,1,0,0
"608","Arsenal","Sheffield Weds",0,0,"D","1994-95",1994-11-06,0,0,1
"609","Aston Villa","Man United",1,2,"A","1994-95",1994-11-06,0,1,0
"610","Chelsea","Coventry",2,2,"D","1994-95",1994-11-06,0,0,1
"611","Nott'm Forest","Newcastle",0,0,"D","1994-95",1994-11-07,0,0,1
"612","Liverpool","Chelsea",3,1,"H","1994-95",1994-11-09,1,0,0
"613","Wimbledon","Aston Villa",4,3,"H","1994-95",1994-11-09,1,0,0
"614","Man United","Man City",5,0,"H","1994-95",1994-11-10,1,0,0
"615","Coventry","Norwich",1,0,"H","1994-95",1994-11-19,1,0,0
"616","Ipswich","Blackburn",1,3,"A","1994-95",1994-11-19,0,1,0
"617","Man United","Crystal Palace",3,0,"H","1994-95",1994-11-19,1,0,0
"618","Nott'm Forest","Chelsea",0,1,"A","1994-95",1994-11-19,0,1,0
"619","QPR","Leeds",3,2,"H","1994-95",1994-11-19,1,0,0
"620","Sheffield Weds","West Ham",1,0,"H","1994-95",1994-11-19,1,0,0
"621","Southampton","Arsenal",1,0,"H","1994-95",1994-11-19,1,0,0
"622","Tottenham","Aston Villa",3,4,"A","1994-95",1994-11-19,0,1,0
"623","Wimbledon","Newcastle",3,2,"H","1994-95",1994-11-19,1,0,0
"624","Leicester","Man City",0,1,"A","1994-95",1994-11-20,0,1,0
"625","Everton","Liverpool",2,0,"H","1994-95",1994-11-21,1,0,0
"626","Leicester","Arsenal",2,1,"H","1994-95",1994-11-23,1,0,0
"627","Tottenham","Chelsea",0,0,"D","1994-95",1994-11-23,0,0,1
"628","Arsenal","Man United",0,0,"D","1994-95",1994-11-26,0,0,1
"629","Blackburn","QPR",4,0,"H","1994-95",1994-11-26,1,0,0
"630","Chelsea","Everton",0,1,"A","1994-95",1994-11-26,0,1,0
"631","Crystal Palace","Southampton",0,0,"D","1994-95",1994-11-26,0,0,1
"632","Leeds","Nott'm Forest",1,0,"H","1994-95",1994-11-26,1,0,0
"633","Liverpool","Tottenham",1,1,"D","1994-95",1994-11-26,0,0,1
"634","Man City","Wimbledon",2,0,"H","1994-95",1994-11-26,1,0,0
"635","Newcastle","Ipswich",1,1,"D","1994-95",1994-11-26,0,0,1
"636","Norwich","Leicester",2,1,"H","1994-95",1994-11-26,1,0,0
"637","West Ham","Coventry",0,1,"A","1994-95",1994-11-26,0,1,0
"638","Aston Villa","Sheffield Weds",1,1,"D","1994-95",1994-11-27,0,0,1
"639","Coventry","Liverpool",1,1,"D","1994-95",1994-12-03,0,0,1
"640","Ipswich","Man City",1,2,"A","1994-95",1994-12-03,0,1,0
"641","Leicester","Aston Villa",1,1,"D","1994-95",1994-12-03,0,0,1
"642","Man United","Norwich",1,0,"H","1994-95",1994-12-03,1,0,0
"643","Nott'm Forest","Arsenal",2,2,"D","1994-95",1994-12-03,0,0,1
"644","Sheffield Weds","Crystal Palace",1,0,"H","1994-95",1994-12-03,1,0,0
"645","Southampton","Chelsea",0,1,"A","1994-95",1994-12-03,0,1,0
"646","Tottenham","Newcastle",4,2,"H","1994-95",1994-12-03,1,0,0
"647","Wimbledon","Blackburn",0,3,"A","1994-95",1994-12-03,0,1,0
"648","Everton","Leeds",3,0,"H","1994-95",1994-12-04,1,0,0
"649","QPR","West Ham",2,1,"H","1994-95",1994-12-04,1,0,0
"650","Aston Villa","Everton",0,0,"D","1994-95",1994-12-10,0,0,1
"651","Blackburn","Southampton",3,2,"H","1994-95",1994-12-10,1,0,0
"652","Leeds","West Ham",2,2,"D","1994-95",1994-12-10,0,0,1
"653","Newcastle","Leicester",3,1,"H","1994-95",1994-12-10,1,0,0
"654","Norwich","Chelsea",3,0,"H","1994-95",1994-12-10,1,0,0
"655","Nott'm Forest","Ipswich",4,1,"H","1994-95",1994-12-10,1,0,0
"656","QPR","Man United",2,3,"A","1994-95",1994-12-10,0,1,0
"657","Tottenham","Sheffield Weds",3,1,"H","1994-95",1994-12-10,1,0,0
"658","Wimbledon","Coventry",2,0,"H","1994-95",1994-12-10,1,0,0
"659","Liverpool","Crystal Palace",0,0,"D","1994-95",1994-12-11,0,0,1
"660","Man City","Arsenal",1,2,"A","1994-95",1994-12-12,0,1,0
"661","Ipswich","Wimbledon",2,2,"D","1994-95",1994-12-16,0,0,1
"662","Arsenal","Leeds",1,3,"A","1994-95",1994-12-17,0,1,0
"663","Coventry","Newcastle",0,0,"D","1994-95",1994-12-17,0,0,1
"664","Crystal Palace","Norwich",0,1,"A","1994-95",1994-12-17,0,1,0
"665","Everton","Tottenham",0,0,"D","1994-95",1994-12-17,0,0,1
"666","Leicester","Blackburn",0,0,"D","1994-95",1994-12-17,0,0,1
"667","Man United","Nott'm Forest",1,2,"A","1994-95",1994-12-17,0,1,0
"668","Sheffield Weds","QPR",0,2,"A","1994-95",1994-12-17,0,1,0
"669","West Ham","Man City",3,0,"H","1994-95",1994-12-17,1,0,0
"670","Chelsea","Liverpool",0,0,"D","1994-95",1994-12-18,0,0,1
"671","Southampton","Aston Villa",2,1,"H","1994-95",1994-12-19,1,0,0
"672","Arsenal","Aston Villa",0,0,"D","1994-95",1994-12-26,0,0,1
"673","Chelsea","Man United",2,3,"A","1994-95",1994-12-26,0,1,0
"674","Coventry","Nott'm Forest",0,0,"D","1994-95",1994-12-26,0,0,1
"675","Crystal Palace","QPR",0,0,"D","1994-95",1994-12-26,0,0,1
"676","Everton","Sheffield Weds",1,4,"A","1994-95",1994-12-26,0,1,0
"677","Leeds","Newcastle",0,0,"D","1994-95",1994-12-26,0,0,1
"678","Leicester","Liverpool",1,2,"A","1994-95",1994-12-26,0,1,0
"679","Man City","Blackburn",1,3,"A","1994-95",1994-12-26,0,1,0
"680","Norwich","Tottenham",0,2,"A","1994-95",1994-12-26,0,1,0
"681","Southampton","Wimbledon",2,3,"A","1994-95",1994-12-26,0,1,0
"682","West Ham","Ipswich",1,1,"D","1994-95",1994-12-26,0,0,1
"683","Nott'm Forest","Norwich",1,0,"H","1994-95",1994-12-27,1,0,0
"684","Tottenham","Crystal Palace",0,0,"D","1994-95",1994-12-27,0,0,1
"685","Aston Villa","Chelsea",3,0,"H","1994-95",1994-12-28,1,0,0
"686","Ipswich","Arsenal",0,2,"A","1994-95",1994-12-28,0,1,0
"687","Liverpool","Man City",2,0,"H","1994-95",1994-12-28,1,0,0
"688","Man United","Leicester",1,1,"D","1994-95",1994-12-28,0,0,1
"689","QPR","Southampton",2,2,"D","1994-95",1994-12-28,0,0,1
"690","Sheffield Weds","Coventry",5,1,"H","1994-95",1994-12-28,1,0,0
"691","Wimbledon","West Ham",1,0,"H","1994-95",1994-12-28,1,0,0
"692","Arsenal","QPR",1,3,"A","1994-95",1994-12-31,0,1,0
"693","Chelsea","Wimbledon",1,1,"D","1994-95",1994-12-31,0,0,1
"694","Coventry","Tottenham",0,4,"A","1994-95",1994-12-31,0,1,0
"695","Crystal Palace","Blackburn",0,1,"A","1994-95",1994-12-31,0,1,0
"696","Everton","Ipswich",4,1,"H","1994-95",1994-12-31,1,0,0
"697","Leeds","Liverpool",0,2,"A","1994-95",1994-12-31,0,1,0
"698","Leicester","Sheffield Weds",0,1,"A","1994-95",1994-12-31,0,1,0
"699","Man City","Aston Villa",2,2,"D","1994-95",1994-12-31,0,0,1
"700","Norwich","Newcastle",2,1,"H","1994-95",1994-12-31,1,0,0
"701","Southampton","Man United",2,2,"D","1994-95",1994-12-31,0,0,1
